single_share,double_share,triple_share,total_cars,reb_flow,ped_flow,bike_flow,pt_flow,rp_flow
0.017619618249966256,0.9823803817500337,0.0,19375.938368788862,1635.8136877024087,0,13131.5328009494,1366.0000800000005,32989.536326164285
